,收盘_sz,开盘_sz,高_sz,低_sz,交易量_sz,涨跌幅_sz,date,收盘_cy,开盘_cy,高_cy,低_cy,交易量_cy,涨跌幅_cy,sen,lhb
0,"2,931.88","2,915.97","2,936.85","2,900.87",3.93B,2.09,20180222,"1,677.76","1,661.56","1,679.79","1,650.88",1.40B,1.88,0.016574850768564263,0.05485108259671618
1,"2,957.17","2,941.42","2,966.75","2,926.36",3.82B,0.86,20180223,"1,668.83","1,674.62","1,681.24","1,656.95",1.25B,-0.53,-0.01979763827960448,0.04717476397282447
2,"2,973.79","2,973.81","2,986.81","2,933.52",5.02B,0.56,20180226,"1,729.15","1,683.15","1,733.71","1,673.95",1.99B,3.61,0.04486262381760992,0.0971745690635786
3,"2,927.10","2,979.77","2,979.77","2,918.01",4.62B,-1.57,20180227,"1,743.54","1,729.94","1,757.37","1,728.31",2.28B,0.83,0.001990223276042845,0.037008828497940835
4,"2,878.67","2,899.00","2,905.57","2,866.46",3.88B,-1.65,20180228,"1,753.63","1,730.15","1,773.73","1,723.39",2.16B,0.58,-0.02237245043034479,-0.04286637880471621
5,"2,891.30","2,859.09","2,907.27","2,852.49",3.23B,0.44,20180301,"1,789.85","1,744.34","1,789.85","1,741.03",2.32B,2.07,0.062328300931550874,0.05339880610030423
6,"2,864.18","2,864.18","2,887.89","2,852.01",2.99B,-0.94,20180302,"1,772.01","1,777.46","1,804.25","1,767.90",2.07B,-1.0,0.027032945420255774,-0.028758549982428737
7,"2,863.99","2,865.20","2,889.74","2,846.93",3.00B,-0.01,20180305,"1,795.69","1,780.82","1,795.69","1,768.88",1.67B,1.34,0.08323236129675764,0.08638622937594702
8,"2,892.48","2,878.92","2,893.46","2,838.61",4.76B,0.99,20180306,"1,797.61","1,798.03","1,810.26","1,790.54",1.95B,0.11,0.06312676670845327,0.06626182649709576
9,"2,878.15","2,892.44","2,921.44","2,868.04",3.79B,-0.5,20180307,"1,785.27","1,795.17","1,800.45","1,780.30",1.58B,-0.69,0.0231080854323872,0.04779716818557244
10,"2,898.25","2,878.82","2,903.05","2,865.55",2.90B,0.7,20180308,"1,793.22","1,783.10","1,795.82","1,781.46",1.39B,0.45,0.08147297891566861,0.08202939988671118
11,"2,908.20","2,907.04","2,916.55","2,891.87",3.15B,0.34,20180309,"1,856.46","1,794.25","1,858.03","1,793.92",2.80B,3.53,0.047518277039361116,0.06875144334808768
12,"2,909.58","2,922.62","2,927.51","2,897.24",4.50B,0.05,20180312,"1,882.41","1,872.03","1,901.15","1,872.03",2.79B,1.4,0.048977377191458185,0.03119972251229305
13,"2,883.38","2,909.25","2,921.31","2,878.20",4.06B,-0.9,20180313,"1,872.68","1,879.63","1,896.50","1,863.16",2.20B,-0.52,-0.026318341539924597,-0.030625762620672674
14,"2,871.33","2,871.72","2,879.54","2,860.97",3.09B,-0.42,20180314,"1,841.29","1,863.57","1,874.15","1,840.35",1.77B,-1.68,-0.0406678722756248,-0.01382084887647729
15,"2,894.98","2,860.41","2,895.61","2,860.41",2.63B,0.82,20180315,"1,848.71","1,833.77","1,848.72","1,812.48",1.81B,0.4,-0.019743334289278096,-0.02585399698960485
16,"2,870.73","2,895.51","2,911.19","2,869.97",2.72B,-0.84,20180316,"1,821.32","1,847.18","1,857.15","1,821.32",1.78B,-1.48,0.07944974252981839,0.03763123271068882
17,"2,897.26","2,870.36","2,898.23","2,856.17",2.60B,0.92,20180319,"1,842.92","1,822.60","1,860.20","1,818.62",1.92B,1.19,0.05992762338747772,0.0162620214063416
18,"2,904.40","2,878.95","2,907.52","2,877.10",2.71B,0.25,20180320,"1,864.62","1,828.01","1,867.46","1,825.67",1.77B,1.18,0.07017812952564084,0.04198806219992466
19,"2,894.18","2,929.00","2,932.22","2,879.53",3.34B,-0.35,20180321,"1,829.91","1,866.81","1,877.13","1,829.91",2.06B,-1.86,0.007869655332625708,0.035349083930612896
20,"2,866.67","2,894.13","2,902.77","2,851.29",3.05B,-0.95,20180322,"1,817.23","1,830.56","1,841.40","1,814.69",1.80B,-0.69,0.05495989268817009,0.0027765967968020984
21,"2,791.47","2,786.53","2,800.25","2,754.66",6.26B,-2.62,20180323,"1,726.02","1,751.74","1,792.23","1,710.40",2.69B,-5.02,0.02295072144564409,-0.04369625108838018
22,"2,738.87","2,767.36","2,773.54","2,709.57",4.27B,-1.88,20180326,"1,780.61","1,704.35","1,781.84","1,693.73",2.15B,3.16,0.009874091174215791,0.04468514712183255
23,"2,747.59","2,775.63","2,780.84","2,726.36",3.92B,0.32,20180327,"1,844.69","1,799.15","1,846.54","1,797.09",2.70B,3.6,0.06111528152751941,0.08493395287953506
24,"2,694.83","2,714.87","2,746.88","2,687.96",3.46B,-1.92,20180328,"1,835.15","1,819.66","1,856.88","1,816.44",2.44B,-0.52,-0.0042994705965051,-0.022949443996780956
25,"2,738.79","2,699.14","2,757.78","2,657.49",4.24B,1.63,20180329,"1,842.19","1,843.44","1,857.32","1,825.97",2.05B,0.38,0.033298079522639995,-0.016725401869301187
26,"2,722.15","2,735.62","2,740.82","2,714.77",3.17B,-0.61,20180330,"1,900.48","1,850.20","1,900.96","1,849.25",2.62B,3.16,0.07530616221512511,0.07186346441182756
27,"2,711.37","2,717.12","2,754.65","2,707.63",3.47B,-0.4,20180402,"1,900.25","1,911.57","1,918.22","1,891.96",2.54B,-0.01,0.06394016813962257,0.040120849561680716
28,"2,697.27","2,690.63","2,709.91","2,683.05",2.86B,-0.52,20180403,"1,872.47","1,869.87","1,886.97","1,850.01",2.10B,-1.46,0.0504513061223599,-0.015065657301973246
29,"2,702.37","2,706.42","2,730.25","2,698.89",2.67B,0.19,20180404,"1,836.81","1,880.33","1,887.11","1,834.67",1.87B,-1.9,0.043762749576727315,0.035764020072444884
30,"2,715.73","2,706.33","2,721.59","2,688.83",2.63B,0.49,20180409,"1,841.65","1,830.88","1,862.97","1,819.09",1.76B,0.26,0.08990078762332351,0.015847085264509616
31,"2,780.80","2,719.52","2,781.27","2,710.87",3.81B,2.4,20180410,"1,835.52","1,838.88","1,842.22","1,811.35",1.91B,-0.33,0.0490127001091664,-0.04037676195372432
32,"2,785.34","2,782.67","2,803.88","2,767.38",3.90B,0.16,20180411,"1,834.63","1,840.09","1,857.92","1,832.42",1.70B,-0.05,0.07988246693369723,0.008585702782449885
33,"2,749.70","2,785.12","2,785.31","2,747.77",2.61B,-1.28,20180412,"1,826.89","1,830.91","1,848.63","1,826.69",1.38B,-0.42,0.05742299604723607,0.004436341364130037
34,"2,726.40","2,765.67","2,771.03","2,724.17",2.18B,-0.85,20180413,"1,824.59","1,840.87","1,848.92","1,822.66",1.41B,-0.13,0.015865732564305478,-0.07025216416562721
35,"2,664.70","2,716.58","2,723.58","2,656.52",3.67B,-2.26,20180416,"1,838.71","1,818.25","1,852.08","1,816.32",1.91B,0.77,0.04410697600109618,-0.029173486124260725
36,"2,635.70","2,669.26","2,683.50","2,633.59",2.71B,-1.09,20180417,"1,783.74","1,843.75","1,849.69","1,783.74",2.01B,-2.99,-0.01913462378461225,-0.07398658944211507
37,"2,653.77","2,666.62","2,668.79","2,623.97",3.15B,0.69,20180418,"1,822.26","1,793.83","1,832.99","1,757.39",2.29B,2.16,0.025027397090980195,-0.010086423599989429
38,"2,682.55","2,661.30","2,693.14","2,656.15",2.60B,1.08,20180419,"1,820.28","1,815.45","1,839.13","1,812.93",1.89B,-0.11,-0.04426059826848182,0.004436341364130037
39,"2,647.38","2,672.36","2,677.92","2,632.75",2.81B,-1.31,20180420,"1,782.81","1,813.75","1,830.73","1,781.21",2.05B,-2.06,-0.0716048539265993,-0.04971282514494396
40,"2,664.92","2,637.07","2,671.01","2,636.68",2.53B,0.66,20180423,"1,753.05","1,784.15","1,794.68","1,729.90",1.92B,-1.67,-0.016001870076213003,0.02082631896649343
41,"2,722.85","2,669.61","2,737.21","2,669.61",3.94B,2.17,20180424,"1,806.86","1,753.64","1,806.90","1,749.18",1.92B,3.07,0.05397038060597098,0.06377220964610385
42,"2,702.98","2,707.71","2,717.31","2,696.22",2.35B,-0.73,20180425,"1,819.41","1,798.00","1,825.23","1,795.79",1.76B,0.69,0.015792367283153246,0.0380461688525208
43,"2,666.02","2,712.52","2,717.57","2,652.42",2.35B,-1.37,20180426,"1,781.28","1,818.69","1,819.43","1,780.62",1.57B,-2.1,-0.02366579214106853,-0.06340571782539946
44,"2,653.54","2,672.64","2,675.10","2,613.53",2.84B,-0.47,20180427,"1,805.60","1,790.30","1,813.57","1,779.17",1.70B,1.37,-0.13337657262207273,-0.09680807724287424
45,"2,652.73","2,662.08","2,667.96","2,637.06",2.67B,-0.03,20180502,"1,801.57","1,814.63","1,833.27","1,788.01",1.59B,-0.22,-0.029550099267984718,-0.033115379471664576
46,"2,663.98","2,643.97","2,671.24","2,626.54",2.62B,0.42,20180503,"1,826.79","1,797.12","1,827.77","1,767.60",1.83B,1.4,0.015956127293038268,0.05526601873854817
47,"2,646.35","2,659.27","2,669.70","2,643.26",2.08B,-0.66,20180504,"1,814.85","1,821.02","1,832.96","1,812.07",1.40B,-0.65,-0.04036081560389339,-0.021912103642201
48,"2,683.85","2,649.10","2,686.22","2,638.17",2.66B,1.42,20180507,"1,852.34","1,819.67","1,854.30","1,819.02",1.62B,2.07,0.023903743305710174,0.0679215710644237
49,"2,722.88","2,683.84","2,736.76","2,682.79",3.16B,1.45,20180508,"1,856.87","1,852.69","1,857.95","1,842.63",1.54B,0.24,0.024157521066476523,0.04738223204374045
50,"2,717.24","2,723.09","2,725.20","2,706.48",2.03B,-0.21,20180509,"1,855.81","1,853.83","1,861.94","1,845.90",1.33B,-0.06,0.005702769136070586,0.012320128058937748
51,"2,729.40","2,727.52","2,738.63","2,712.47",1.96B,0.45,20180510,"1,865.36","1,857.99","1,866.82","1,846.11",1.51B,0.51,0.05450679867394771,0.05505855066763217
52,"2,724.72","2,737.23","2,738.65","2,720.55",2.35B,-0.17,20180511,"1,834.78","1,866.93","1,870.00","1,834.78",1.58B,-1.64,-0.009050092816407508,-0.03124816683342065
53,"2,753.54","2,736.98","2,761.49","2,736.04",2.71B,1.06,20180514,"1,830.98","1,835.70","1,844.65","1,825.69",1.67B,-0.21,0.003002716522801566,-0.03996182581189233
54,"2,750.83","2,760.20","2,760.57","2,731.57",2.25B,-0.1,20180515,"1,858.01","1,830.84","1,858.99","1,825.50",1.54B,1.48,0.0473851643438855,0.05630335909312813
55,"2,716.78","2,739.89","2,744.62","2,714.26",2.18B,-1.24,20180516,"1,846.67","1,850.01","1,862.29","1,845.09",1.34B,-0.61,-0.00423517286593049,-0.016725401869301187
56,"2,700.88","2,720.77","2,724.39","2,698.17",1.67B,-0.59,20180517,"1,831.20","1,845.28","1,851.12","1,826.23",1.10B,-0.84,0.0054110579987398785,-0.01216110430914935
57,"2,740.53","2,697.72","2,741.01","2,690.99",2.29B,1.47,20180518,"1,836.75","1,829.06","1,839.00","1,812.66",1.21B,0.3,0.001077688086670018,-0.0024101049760977093
58,"2,745.80","2,753.88","2,761.72","2,739.68",2.78B,0.19,20180521,"1,862.48","1,845.76","1,870.57","1,845.76",1.68B,1.4,0.04985983165038855,0.06563942228434777
59,"2,728.00","2,744.32","2,744.32","2,711.06",2.33B,-0.65,20180522,"1,876.00","1,860.63","1,876.16","1,858.11",1.46B,0.73,0.06342943793103466,0.033481871292368966
60,"2,683.69","2,721.02","2,721.02","2,683.59",2.54B,-1.62,20180523,"1,845.97","1,869.50","1,876.20","1,845.81",1.46B,-1.6,0.006394758029477836,-0.036849804748152436
61,"2,665.68","2,684.13","2,691.03","2,664.12",1.97B,-0.67,20180524,"1,838.40","1,847.81","1,855.99","1,837.44",1.36B,-0.41,0.04009970740955617,-0.0017877007633497336
62,"2,661.29","2,663.32","2,679.85","2,650.34",1.99B,-0.16,20180525,"1,804.55","1,835.41","1,841.64","1,804.55",1.61B,-1.84,0.041647439501374964,0.013357468413517707
63,"2,673.20","2,661.21","2,682.78","2,650.40",1.85B,0.45,20180528,"1,796.91","1,804.78","1,815.22","1,788.03",1.41B,-0.42,-0.01166088121290387,-0.08249278034967075
64,"2,663.40","2,666.83","2,676.68","2,642.87",2.69B,-0.37,20180529,"1,773.65","1,795.72","1,815.20","1,773.62",1.38B,-1.29,-0.04809461503448311,-0.08373758877516672
65,"2,605.90","2,632.71","2,637.19","2,604.91",2.42B,-2.16,20180530,"1,726.22","1,744.24","1,758.87","1,724.28",1.66B,-2.67,-0.12809719588821414,-0.08954669476081452
66,"2,658.29","2,626.94","2,661.66","2,624.67",2.65B,2.01,20180531,"1,743.74","1,741.33","1,748.53","1,714.85",1.41B,1.01,0.004424479812583364,0.07248586862457554
67,"2,647.19","2,652.25","2,664.31","2,637.37",2.04B,-0.42,20180601,"1,709.55","1,734.35","1,744.01","1,699.68",1.22B,-1.96,-0.07514023816905402,-0.0569742076270037
68,"2,694.58","2,664.84","2,697.75","2,658.57",2.25B,1.79,20180604,"1,702.93","1,709.57","1,715.41","1,690.99",1.24B,-0.39,-0.07673607996905045,-0.0351900601808245
69,"2,707.02","2,697.69","2,712.12","2,680.24",2.22B,0.46,20180605,"1,746.11","1,702.37","1,747.75","1,702.37",1.37B,2.54,0.0005913466425470422,0.052153997674808286
70,"2,692.18","2,702.71","2,703.41","2,688.33",2.05B,-0.55,20180606,"1,743.25","1,744.17","1,751.97","1,735.37",1.32B,-0.16,0.020347130137379592,0.01667695754817359
71,"2,695.24","2,697.51","2,717.06","2,693.10",2.35B,0.11,20180607,"1,730.38","1,747.93","1,750.51","1,728.06",1.24B,-0.74,0.0018069370870707352,-0.04929788900311198
72,"2,652.08","2,686.09","2,686.15","2,637.36",2.60B,-1.6,20180608,"1,711.52","1,726.30","1,727.49","1,698.25",1.23B,-1.09,-0.04217608233837518,0.02684289302305721
73,"2,660.41","2,644.43","2,665.93","2,633.08",1.98B,0.31,20180611,"1,688.62","1,707.14","1,708.20","1,684.31",1.09B,-1.34,-0.0017790025318439567,0.02808770144855317
74,"2,687.70","2,662.39","2,691.97","2,650.97",1.96B,1.03,20180612,"1,712.77","1,692.67","1,715.66","1,681.00",1.18B,1.43,0.02141969744502184,7.951187489419831e-05
75,"2,671.63","2,681.31","2,686.07","2,662.75",1.94B,-0.6,20180613,"1,685.89","1,711.53","1,711.53","1,685.89",1.11B,-1.57,-0.001706911846510893,-0.07170444066203915
76,"2,671.30","2,662.23","2,691.04","2,659.57",2.14B,-0.01,20180614,"1,673.32","1,682.84","1,702.69","1,669.38",1.13B,-0.75,-0.01709931908662395,-0.004692253756173628
77,"2,667.98","2,657.59","2,677.31","2,657.51",2.56B,-0.12,20180615,"1,641.66","1,673.90","1,681.89","1,636.70",1.29B,-1.89,-0.11686331001064545,-0.06817748345646729
78,"2,599.78","2,638.40","2,646.64","2,571.69",5.76B,-2.56,20180619,"1,547.15","1,612.90","1,626.87","1,532.32",1.74B,-5.76,-0.1872862652268257,-0.16319785993599178
79,"2,598.33","2,588.12","2,607.47","2,567.50",2.38B,-0.06,20180620,"1,563.79","1,540.61","1,577.62","1,525.29",1.57B,1.08,-0.0687283063772041,0.032651999008705
80,"2,579.05","2,597.30","2,628.04","2,575.17",2.46B,-0.74,20180621,"1,521.68","1,562.37","1,570.60","1,521.56",1.50B,-2.69,-0.07612210001989568,-0.07875835507318289
81,"2,583.71","2,564.87","2,586.33","2,553.30",1.97B,0.18,20180622,"1,549.66","1,514.04","1,555.72","1,506.62",1.30B,1.84,-0.027774353632361536,-0.009256551316325455
82,"2,536.46","2,593.62","2,595.99","2,535.12",2.34B,-1.83,20180625,"1,538.57","1,563.74","1,566.78","1,537.27",1.23B,-0.72,-0.03541242612776687,0.033274403221452975
83,"2,506.72","2,516.08","2,519.16","2,470.15",2.65B,-1.17,20180626,"1,564.92","1,518.50","1,570.28","1,515.27",1.50B,1.71,-0.0038009261274057756,0.00734089435695393
84,"2,452.64","2,500.07","2,512.59","2,438.04",2.74B,-2.16,20180627,"1,546.23","1,564.29","1,572.61","1,542.52",1.31B,-1.19,-0.034876122241258384,0.02082631896649343
85,"2,425.18","2,431.86","2,461.17","2,418.30",2.29B,-1.12,20180628,"1,543.66","1,544.64","1,570.90","1,540.89",1.36B,-0.17,-0.0216609897235009,-0.03788714510273241
86,"2,479.91","2,431.81","2,481.32","2,429.59",2.08B,2.26,20180629,"1,606.71","1,547.15","1,609.73","1,547.15",1.70B,4.08,0.02371413883909217,0.04406274290908458
87,"2,386.38","2,473.31","2,473.73","2,370.40",2.61B,-3.77,20180702,"1,588.37","1,605.21","1,614.34","1,572.56",1.49B,-1.14,-0.020408129382802058,0.04945691275290038
88,"2,388.98","2,389.36","2,395.08","2,331.84",2.91B,0.11,20180703,"1,607.12","1,589.50","1,613.83","1,558.00",1.68B,1.18,-0.00629475270181917,-0.01589552958563721
89,"2,368.43","2,381.25","2,403.51","2,365.89",1.97B,-0.86,20180704,"1,565.61","1,595.89","1,596.00","1,557.54",1.38B,-2.58,-0.04930287903405694,-0.0297958903370087
90,"2,374.36","2,370.86","2,398.56","2,352.97",2.53B,0.25,20180705,"1,532.68","1,560.98","1,576.99","1,532.43",1.22B,-2.1,-0.0775469224651581,-0.07792848278951893
91,"2,402.62","2,378.87","2,422.40","2,349.48",2.49B,1.19,20180706,"1,541.31","1,532.05","1,571.02","1,517.06",1.67B,0.56,-0.030771944272774413,0.001739256442222137
92,"2,471.29","2,410.52","2,471.80","2,410.52",2.43B,2.86,20180709,"1,581.93","1,546.01","1,582.53","1,546.01",1.45B,2.64,0.014003828929836254,0.04323287062542061
93,"2,471.23","2,475.98","2,477.84","2,448.86",2.14B,-0.0,20180710,"1,592.98","1,583.74","1,594.00","1,577.39",1.34B,0.7,0.05091434600551675,0.0542286783839682
94,"2,432.28","2,420.18","2,443.35","2,409.31",2.09B,-1.58,20180711,"1,563.01","1,562.59","1,577.17","1,540.70",1.64B,-1.88,-0.03164569486355098,0.001324320300390152
95,"2,474.62","2,425.67","2,490.44","2,425.67",2.73B,1.74,20180712,"1,614.63","1,563.79","1,620.64","1,563.79",2.44B,3.3,0.021458923451636462,0.03887604113618477
96,"2,476.86","2,480.82","2,481.56","2,464.95",1.98B,0.09,20180713,"1,618.46","1,612.19","1,626.27","1,608.60",2.09B,0.24,-0.00977680078609565,-0.018385146436629127
97,"2,448.76","2,471.15","2,484.17","2,438.86",1.99B,-1.13,20180716,"1,616.91","1,614.56","1,624.33","1,605.21",1.81B,-0.1,0.01565081416377917,-0.029588422266092713
98,"2,430.44","2,443.55","2,446.10","2,414.35",1.67B,-0.75,20180717,"1,621.63","1,615.84","1,622.09","1,597.88",1.83B,0.29,0.0056899283457521686,0.0007019160876421747
99,"2,420.76","2,437.38","2,458.48","2,419.32",1.78B,-0.4,20180718,"1,607.88","1,622.29","1,635.91","1,607.88",1.94B,-0.85,-0.005101637628484724,-0.025646528918688856
100,"2,426.16","2,432.89","2,452.45","2,418.66",2.04B,0.22,20180719,"1,590.06","1,607.93","1,619.39","1,582.97",1.68B,-1.11,-0.0025218529836715515,-0.03290791140074858
101,"2,493.76","2,426.10","2,506.94","2,409.05",3.45B,2.79,20180720,"1,609.55","1,589.31","1,615.06","1,578.80",1.70B,1.23,0.0001789340082056745,0.00734089435695393
102,"2,526.81","2,482.05","2,533.77","2,478.19",3.96B,1.33,20180723,"1,620.97","1,592.24","1,621.17","1,589.64",1.94B,0.71,0.021571593323422632,-0.002825041117929695
103,"2,563.58","2,534.07","2,579.59","2,534.07",4.88B,1.46,20180724,"1,629.61","1,615.72","1,641.97","1,607.54",2.20B,0.53,0.04931170145969112,0.035764020072444884
104,"2,563.69","2,573.93","2,573.96","2,550.97",2.65B,0.0,20180725,"1,632.32","1,629.13","1,645.44","1,626.09",1.98B,0.17,0.02504988587719606,0.01875163825733351
105,"2,530.99","2,570.48","2,578.72","2,525.67",2.53B,-1.28,20180726,"1,606.12","1,631.46","1,635.05","1,601.46",2.10B,-1.61,0.04812159966703878,-0.01983742293304107
106,"2,525.09","2,529.66","2,541.23","2,515.89",1.90B,-0.23,20180727,"1,594.57","1,601.27","1,607.30","1,590.43",1.76B,-0.72,0.019328486291820463,-0.028758549982428737
107,"2,541.31","2,525.38","2,562.76","2,515.55",2.45B,0.64,20180730,"1,559.64","1,593.60","1,596.73","1,554.04",1.55B,-2.19,-0.021438752318301998,-0.08021063156959485
108,"2,545.12","2,537.03","2,553.81","2,521.82",2.02B,0.15,20180731,"1,561.26","1,557.60","1,571.87","1,551.09",1.36B,0.1,-0.01856380438227795,-0.03892448545731236
109,"2,490.25","2,557.61","2,570.31","2,489.12",2.74B,-2.16,20180801,"1,541.86","1,568.12","1,580.84","1,541.86",1.43B,-1.24,-0.0324913153730365,0.0009093841585581672
110,"2,440.31","2,483.76","2,485.41","2,412.96",2.96B,-2.01,20180802,"1,510.09","1,538.28","1,538.94","1,484.48",1.85B,-2.06,-0.04981278971347591,-0.042658910733800216
111,"2,413.50","2,438.84","2,452.07","2,413.25",2.15B,-1.1,20180803,"1,481.61","1,512.57","1,523.24","1,481.61",1.25B,-1.89,-0.07992611050228307,-0.06983722802379523
112,"2,406.54","2,417.30","2,448.98","2,393.68",2.57B,-0.29,20180806,"1,440.80","1,471.36","1,485.85","1,434.79",1.45B,-2.75,-0.08946761966638403,-0.06278331361265148
113,"2,479.78","2,416.01","2,480.10","2,407.64",2.98B,3.04,20180807,"1,479.44","1,445.62","1,482.03","1,435.09",1.41B,2.68,0.016492754923901908,0.05692576330587611
114,"2,447.00","2,476.40","2,481.84","2,443.07",2.36B,-1.32,20180808,"1,447.76","1,475.32","1,480.28","1,446.81",1.31B,-2.14,-0.034762897845378816,-0.06610280274730736
115,"2,504.62","2,437.45","2,510.36","2,435.79",2.66B,2.35,20180809,"1,497.61","1,443.87","1,509.87","1,443.30",1.69B,3.44,-0.014531433348691704,0.033481871292368966
116,"2,503.21","2,505.31","2,518.11","2,485.98",1.94B,-0.06,20180810,"1,511.71","1,496.10","1,514.51","1,496.10",1.26B,0.94,-0.011595370057830555,-0.03643486860632045
117,"2,478.51","2,480.10","2,485.23","2,442.23",2.29B,-0.99,20180813,"1,531.34","1,494.32","1,534.12","1,490.82",1.41B,1.3,0.014632705610595303,0.022278595462905382
118,"2,469.20","2,475.47","2,482.71","2,454.98",1.71B,-0.38,20180814,"1,518.49","1,530.45","1,533.07","1,512.16",1.22B,-0.84,-0.04409817185934296,-0.0024101049760977093
119,"2,408.72","2,467.25","2,467.45","2,405.60",1.98B,-2.45,20180815,"1,478.51","1,518.28","1,519.72","1,472.44",1.43B,-2.63,-0.1014554079441291,-0.01465072116014126
120,"2,405.16","2,381.01","2,430.92","2,367.05",2.55B,-0.15,20180816,"1,463.87","1,458.39","1,489.34","1,449.93",1.40B,-0.99,-0.08287655630081985,-0.055314463059675766
121,"2,374.17","2,427.47","2,429.68","2,370.04",2.06B,-1.29,20180817,"1,434.31","1,475.89","1,480.42","1,432.06",1.28B,-2.02,-0.10149540707631953,-0.032700443329832594
122,"2,409.13","2,386.14","2,409.13","2,370.82",2.30B,1.47,20180820,"1,435.69","1,428.26","1,444.00","1,404.19",1.38B,0.1,-0.04707777781953889,-0.0432813149465482
123,"2,452.38","2,411.98","2,461.14","2,410.89",2.44B,1.8,20180821,"1,456.97","1,435.36","1,461.38","1,431.84",1.30B,1.48,-0.01423500323255795,0.034104275505116945
124,"2,450.15","2,461.40","2,461.40","2,438.94",1.61B,-0.09,20180822,"1,439.55","1,454.71","1,457.79","1,437.26",1.11B,-1.2,-0.055834464365371886,-0.06859241959829927
125,"2,461.07","2,453.66","2,474.69","2,435.16",1.89B,0.45,20180823,"1,455.50","1,439.66","1,463.02","1,438.28",1.26B,1.11,0.0190019577806168,0.01522468105176164
126,"2,472.00","2,449.37","2,496.39","2,438.72",2.08B,0.44,20180824,"1,450.09","1,450.95","1,460.65","1,442.81",1.08B,-0.37,-0.03083775804355568,-0.019422486791209084
127,"2,522.34","2,484.41","2,522.34","2,482.52",2.84B,2.04,20180827,"1,493.43","1,455.66","1,495.68","1,454.28",1.52B,2.99,0.026511486050605004,0.058170571731372064
128,"2,511.15","2,524.92","2,530.50","2,503.81",2.14B,-0.44,20180828,"1,493.11","1,495.90","1,499.68","1,485.54",1.28B,-0.02,0.003969345802971315,-0.014858189231057252
129,"2,503.48","2,506.15","2,515.00","2,497.82",1.82B,-0.31,20180829,"1,481.19","1,491.78","1,491.78","1,475.97",1.12B,-0.8,-0.0322119695190669,-0.01651793379838519
130,"2,479.21","2,506.53","2,519.40","2,479.21",1.82B,-0.97,20180830,"1,457.92","1,479.85","1,484.16","1,456.24",1.16B,-1.57,-0.06655813858757455,-0.06278331361265148
